val_miou,val_oa,val_loss,tra_miou,tra_oa,tra_loss
0.22315304,0.44555628,1.3015125,0.40559542,0.6716927,0.08681828
0.2230019,0.44532186,0.22318457,0.35898408,0.71258664,0.050791133
0.17434071,0.3154994,3.4236617,0.35626158,0.71053225,0.047656387
0.22731335,0.44800603,0.20458576,0.4015155,0.7279399,0.045030385
0.73264694,0.84584737,0.17252748,0.40419927,0.7299298,0.04492377
0.86242425,0.9267443,0.059745323,0.44649798,0.74957776,0.04192053
0.31446245,0.52253205,0.051421583,0.5172088,0.7770829,0.044864837
0.5528415,0.7176552,0.05801683,0.36219764,0.71236074,0.049153462
0.26238886,0.4805856,0.054999046,0.41109872,0.733363,0.046624463
0.8736138,0.93300456,0.060061924,0.44680122,0.7474736,0.04968268
0.8028821,0.89310384,0.06007938,0.4772098,0.7579822,0.042827386
0.7230549,0.84714264,0.075471975,0.48540556,0.7622399,0.044269454
0.28013834,0.49173424,0.048742183,0.40445232,0.7248674,0.047895525
0.22295016,0.44590032,0.052806158,0.355748,0.71149594,0.047315255
0.23253435,0.45440257,0.05304998,0.355748,0.71149594,0.045781374
0.8184844,0.9028067,0.061542556,0.45163122,0.7506045,0.041611265
0.8796295,0.93635696,0.042089373,0.45036265,0.7462276,0.041804716
0.85454863,0.92193604,0.045091525,0.46134537,0.75223166,0.043048378
0.81901884,0.9030939,0.051933635,0.48289543,0.7668451,0.041509792
0.7112932,0.8399252,0.069447376,0.5698843,0.80252814,0.03871785
0.80477965,0.8935883,0.054503925,0.54069453,0.78670806,0.041348536
0.7782982,0.8797455,0.059280317,0.56330717,0.8035669,0.03726809
0.86930496,0.9314062,0.037755705,0.6448849,0.8378518,0.037352603
0.8054922,0.8923229,0.03450398,0.57008535,0.7980397,0.040113132
0.8527266,0.92070526,0.023598224,0.43908834,0.7414355,0.039278857
0.9127129,0.95490783,0.022919822,0.59210193,0.8105854,0.04199357
0.87116563,0.9314419,0.025951173,0.6713848,0.84827995,0.0371034
0.86313033,0.9268022,0.029763475,0.56339777,0.794223,0.03973344
0.832788,0.9088984,0.03200337,0.60132647,0.8134219,0.040621158
0.86191964,0.9261738,0.03244848,0.55404264,0.7978699,0.03964156
0.88816106,0.94111633,0.027332757,0.5822499,0.8013364,0.042142134
0.8148886,0.89807093,0.032084655,0.5503816,0.79696804,0.036949683
0.8762497,0.93443227,0.03156694,0.52484006,0.78348404,0.03636941
0.8962817,0.94571614,0.028640524,0.5794306,0.800159,0.038057607
0.8873068,0.9406336,0.028499562,0.61424565,0.823682,0.039035752
0.8287213,0.90649694,0.034073025,0.56738037,0.79991335,0.037396412
0.8180304,0.8999779,0.030714698,0.55665535,0.8008515,0.03794132
0.83340204,0.90925145,0.028991848,0.55752283,0.800893,0.03551914
0.7331167,0.8461123,0.032583468,0.55514866,0.7912521,0.039234646
0.86463183,0.9277105,0.025254099,0.5823852,0.8084587,0.035177637
0.8130536,0.8969619,0.027996466,0.6789044,0.8515506,0.036241386
0.7407869,0.85116404,0.030871604,0.65857124,0.84312314,0.034127254
0.23215583,0.4539552,0.050744466,0.6336896,0.8285916,0.040072042
0.34521502,0.5519472,0.048963,0.6415585,0.8366174,0.03595228
0.22425479,0.447035,0.06194626,0.58351153,0.8112887,0.03969125
0.804144,0.8914785,0.026531309,0.5587841,0.80127054,0.0357229
0.223658,0.44651136,0.07390768,0.58422905,0.8026539,0.03854726
0.3672647,0.5702639,0.03760936,0.61716723,0.825199,0.03522319
0.2653771,0.48271906,0.045839276,0.65213466,0.84213793,0.0350688
0.51570845,0.6901186,0.035492852,0.66280437,0.8462528,0.03314136
0.24927235,0.46898478,0.055145472,0.63015026,0.8270017,0.03676846
0.23686776,0.45815486,0.050054055,0.64824665,0.83865625,0.034129035
0.27054513,0.48764524,0.04114249,0.6402137,0.835868,0.036473338
0.22638054,0.44880468,0.073505215,0.6301864,0.8290355,0.035814624
